customer_key,full_name,first_name,last_name,email_address,gender,education,occupation,yearly_income,total_children,country,state,city
20966,Virginia Madan,Virginia,Madan,virginia9@adventure-works.com,F,Graduate Degree,Clerical,30000,5,France,Garonne (Haute),Colomiers
20967,Casey Rowe,Casey,Rowe,casey25@adventure-works.com,M,Partial College,Manual,10000,1,Germany,Hamburg,Bonn
20968,Arturo Yuan,Arturo,Yuan,arturo31@adventure-works.com,M,Partial College,Manual,10000,1,United Kingdom,England,York
20969,Ashley Foster,Ashley,Foster,ashley43@adventure-works.com,F,Partial College,Manual,10000,2,France,Seine Saint Denis,Drancy
20970,Isaiah Richardson,Isaiah,Richardson,isaiah8@adventure-works.com,M,Partial College,Manual,10000,2,Germany,Saarland,Saarlouis
20971,Preston Suri,Preston,Suri,preston0@adventure-works.com,M,Bachelors,Clerical,10000,2,France,Essonne,Les Ulis
20972,Francisco Vance,Francisco,Vance,francisco5@adventure-works.com,M,Bachelors,Clerical,20000,1,United Kingdom,England,Birmingham
20973,April Andersen,April,Andersen,april11@adventure-works.com,F,Graduate Degree,Clerical,30000,1,United Kingdom,England,London
20974,George Subram,George,Subram,george19@adventure-works.com,M,Bachelors,Clerical,10000,2,France,Seine (Paris),Paris
20975,Jerry Andersen,Jerry,Andersen,jerry14@adventure-works.com,M,Bachelors,Clerical,20000,1,United Kingdom,England,Bury
20976,Jaclyn Kumar,Jaclyn,Kumar,jaclyn31@adventure-works.com,F,Partial College,Manual,10000,2,France,Seine Saint Denis,Pantin
20977,Mario Andersen,Mario,Andersen,mario11@adventure-works.com,M,Bachelors,Clerical,20000,1,France,Nord,Roubaix
20978,Bruce Srini,Bruce,Srini,bruce7@adventure-works.com,M,Partial College,Manual,20000,1,Germany,Brandenburg,Eilenburg
20979,Diane Jimenez,Diane,Jimenez,diane10@adventure-works.com,F,Partial College,Manual,20000,1,Germany,Hamburg,Mühlheim
20980,Matthew Miller,Matthew,Miller,matthew12@adventure-works.com,M,Bachelors,Clerical,30000,1,Germany,Nordrhein-Westfalen,Solingen
20981,Craig Romero,Craig,Romero,craig10@adventure-works.com,M,Partial College,Manual,10000,3,Germany,Hamburg,Berlin
20982,Arthur Jiménez,Arthur,Jiménez,arthur29@adventure-works.com,M,Graduate Degree,Clerical,40000,1,United Kingdom,England,York
20983,Meredith Vance,Meredith,Vance,meredith2@adventure-works.com,F,Partial College,Manual,10000,0,Australia,Queensland,East Brisbane
20984,Sabrina Rubio,Sabrina,Rubio,sabrina15@adventure-works.com,F,Partial College,Manual,10000,0,Australia,Victoria,Melton
20985,Autumn Liu,Autumn,Liu,autumn4@adventure-works.com,F,Bachelors,Clerical,20000,0,Australia,New South Wales,Sydney
20986,Brandi Blanco,Brandi,Blanco,brandi15@adventure-works.com,F,High School,Manual,10000,0,Australia,Queensland,Brisbane
20987,Marshall Zeng,Marshall,Zeng,marshall20@adventure-works.com,M,High School,Manual,10000,0,Australia,New South Wales,Matraville
20988,Anna Martin,Anna,Martin,anna52@adventure-works.com,F,High School,Manual,10000,0,Australia,Victoria,Melton
20989,Cassandra Sara,Cassandra,Sara,cassandra11@adventure-works.com,F,High School,Manual,10000,1,Australia,New South Wales,Sydney
20990,Mayra Raman,Mayra,Raman,mayra12@adventure-works.com,F,High School,Manual,10000,1,Australia,New South Wales,Port Macquarie
20991,Frederick Sai,Frederick,Sai,frederick5@adventure-works.com,M,High School,Manual,10000,1,Australia,Victoria,Warrnambool
20992,Julio Serrano,Julio,Serrano,julio17@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,Queensland,Gold Coast
20993,Mitchell Xie,Mitchell,Xie,mitchell3@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,South Australia,Perth
20994,Autumn Ma,Autumn,Ma,autumn15@adventure-works.com,F,Bachelors,Clerical,20000,0,Australia,Queensland,Caloundra
20995,Danny Suarez,Danny,Suarez,danny20@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,Queensland,Caloundra
20996,Keith Shan,Keith,Shan,keith13@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,Queensland,Hervey Bay
20997,Joanna Ashe,Joanna,Ashe,joanna3@adventure-works.com,F,Bachelors,Clerical,20000,0,Australia,New South Wales,Lane Cove
20998,Eugene She,Eugene,She,eugene26@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,Queensland,Caloundra
20999,Carolyn Garcia,Carolyn,Garcia,carolyn14@adventure-works.com,F,Bachelors,Clerical,20000,0,Australia,Queensland,East Brisbane
21000,Geoffrey Perez,Geoffrey,Perez,geoffrey19@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,New South Wales,Darlinghurst
21001,Clinton Gutierrez,Clinton,Gutierrez,clinton8@adventure-works.com,M,Bachelors,Clerical,20000,0,Australia,Queensland,Hawthorne
21002,Carolyn Rodriguez,Carolyn,Rodriguez,carolyn19@adventure-works.com,F,Partial College,Manual,20000,0,Australia,New South Wales,North Ryde
21003,Jimmy Hernandez,Jimmy,Hernandez,jimmy6@adventure-works.com,M,Partial College,Manual,20000,1,France,Seine Saint Denis,Pantin
21004,Kaitlyn Campbell,Kaitlyn,Campbell,kaitlyn5@adventure-works.com,F,Graduate Degree,Clerical,30000,4,France,Seine Saint Denis,Tremblay-en-France
21005,Barbara Zhu,Barbara,Zhu,barbara23@adventure-works.com,F,High School,Manual,10000,1,France,Hauts de Seine,Suresnes
21006,Sydney Young,Sydney,Young,sydney89@adventure-works.com,F,Partial College,Manual,20000,1,Germany,Hessen,Frankfurt
21007,Nuan Ma,Nuan,Ma,nuan2@adventure-works.com,M,Partial College,Manual,20000,1,Germany,Nordrhein-Westfalen,Paderborn
21008,Melody Carlson,Melody,Carlson,melody18@adventure-works.com,F,Partial College,Manual,20000,1,Germany,Saarland,Stuttgart
21009,Clinton Sandberg,Clinton,Sandberg,clinton16@adventure-works.com,M,Partial College,Manual,20000,1,Germany,Saarland,Stuttgart
21010,Ruben Navarro,Ruben,Navarro,ruben33@adventure-works.com,M,Partial College,Manual,20000,1,Germany,Saarland,Stuttgart
21011,Aimee Wang,Aimee,Wang,aimee1@adventure-works.com,F,Partial College,Manual,20000,1,United Kingdom,England,London
21012,Marie Vance,Marie,Vance,marie8@adventure-works.com,F,Partial College,Manual,20000,2,United Kingdom,England,Bury
21013,Connor Nelson,Connor,Nelson,connor38@adventure-works.com,M,Partial College,Manual,20000,2,France,Nord,Dunkerque
21014,Diana Carlson,Diana,Carlson,diana17@adventure-works.com,F,Partial College,Manual,20000,2,France,Essonne,Les Ulis
21015,Diane Hernandez,Diane,Hernandez,diane8@adventure-works.com,F,Graduate Degree,Clerical,30000,1,Germany,Hamburg,Mühlheim
21016,Michele Kapoor,Michele,Kapoor,michele56@adventure-works.com,F,Graduate Degree,Clerical,30000,3,Germany,Saarland,Berlin
21017,Leslie Romero,Leslie,Romero,leslie10@adventure-works.com,F,Graduate Degree,Clerical,30000,3,France,Seine (Paris),Paris
21018,Sheila Serrano,Sheila,Serrano,sheila15@adventure-works.com,F,Graduate Degree,Clerical,30000,3,United Kingdom,England,Birmingham
21019,Monica Prasad,Monica,Prasad,monica10@adventure-works.com,F,Graduate Degree,Clerical,40000,3,France,Seine et Marne,Roissy en Brie
21020,Omar Ye,Omar,Ye,omar9@adventure-works.com,M,Bachelors,Clerical,30000,3,United Kingdom,England,Oxon
21021,Gary Serrano,Gary,Serrano,gary27@adventure-works.com,M,Bachelors,Clerical,30000,0,France,Seine (Paris),Paris
21022,Bianca Huang,Bianca,Huang,bianca5@adventure-works.com,F,Bachelors,Clerical,30000,1,France,Hauts de Seine,Suresnes
21023,Cara Wang,Cara,Wang,cara1@adventure-works.com,F,High School,Manual,10000,1,United Kingdom,England,West Sussex
21024,Lori Jimenez,Lori,Jimenez,lori8@adventure-works.com,F,High School,Manual,10000,1,France,Seine (Paris),Paris
21025,Cedric Wu,Cedric,Wu,cedric7@adventure-works.com,M,High School,Manual,10000,1,United Kingdom,England,Warrington
21026,Clifford Fernandez,Clifford,Fernandez,clifford14@adventure-works.com,M,Partial College,Manual,20000,0,United Kingdom,England,London
21027,Luke Nelson,Luke,Nelson,luke41@adventure-works.com,M,Partial College,Manual,20000,0,United Kingdom,England,Cheltenham
21028,Joe Suri,Joe,Suri,joe4@adventure-works.com,M,Partial College,Manual,20000,0,United Kingdom,England,Cambridge
21029,Kristi Martin,Kristi,Martin,kristi40@adventure-works.com,F,High School,Manual,10000,2,Germany,Saarland,Saarlouis
21030,Lindsay Xu,Lindsay,Xu,lindsay5@adventure-works.com,F,Bachelors,Clerical,30000,0,France,Seine (Paris),Paris
21031,Cassie She,Cassie,She,cassie0@adventure-works.com,F,Bachelors,Clerical,30000,0,France,Nord,Roncq
21032,Brendan Shan,Brendan,Shan,brendan8@adventure-works.com,M,Partial College,Manual,20000,0,Germany,Hessen,Hamburg
21033,Preston Subram,Preston,Subram,preston12@adventure-works.com,M,Bachelors,Clerical,30000,0,France,Loir et Cher,Saint Ouen
21034,Jacqueline Kelly,Jacqueline,Kelly,jacqueline26@adventure-works.com,F,Bachelors,Clerical,30000,0,United Kingdom,England,Kirkby
21035,Roy Sanchez,Roy,Sanchez,roy20@adventure-works.com,M,Bachelors,Clerical,30000,1,Germany,Brandenburg,Eilenburg
21036,Ruben Hernandez,Ruben,Hernandez,ruben27@adventure-works.com,M,Bachelors,Clerical,30000,1,United Kingdom,England,Peterborough
21037,Bruce Arun,Bruce,Arun,bruce5@adventure-works.com,M,Graduate Degree,Clerical,40000,0,Germany,Nordrhein-Westfalen,Paderborn
21038,Pedro Lopez,Pedro,Lopez,pedro16@adventure-works.com,M,Graduate Degree,Clerical,40000,0,France,Seine (Paris),Paris
21039,Jill Ramos,Jill,Ramos,jill25@adventure-works.com,F,Graduate Degree,Skilled Manual,50000,0,United Kingdom,England,Cambridge
21040,Chad Luo,Chad,Luo,chad7@adventure-works.com,M,Graduate Degree,Skilled Manual,50000,0,United Kingdom,England,W. York
21041,Eddie Serrano,Eddie,Serrano,eddie16@adventure-works.com,M,Partial College,Manual,20000,2,France,Seine (Paris),Paris
21042,Jon Liang,Jon,Liang,jon37@adventure-works.com,M,Partial College,Manual,20000,2,Germany,Hessen,Salzgitter
21043,Johnathan McDonald,Johnathan,McDonald,johnathan16@adventure-works.com,M,High School,Manual,10000,4,Germany,Hamburg,Berlin
21044,Franklin Zheng,Franklin,Zheng,franklin17@adventure-works.com,M,Partial College,Manual,20000,2,United Kingdom,England,Liverpool
21045,Evelyn Prasad,Evelyn,Prasad,evelyn10@adventure-works.com,F,High School,Manual,10000,2,France,Nord,Roubaix
21046,Terrance Suri,Terrance,Suri,terrance0@adventure-works.com,M,High School,Manual,10000,2,United Kingdom,England,London
21047,Sheena Andersen,Sheena,Andersen,sheena11@adventure-works.com,F,Partial College,Manual,20000,1,Germany,Saarland,Poing
21048,Karen Liang,Karen,Liang,karen26@adventure-works.com,F,Partial College,Manual,20000,1,France,Loiret,Orleans
21049,James Sharma,James,Sharma,james46@adventure-works.com,M,Partial College,Manual,20000,1,United Kingdom,England,Peterborough
21050,Alan Cai,Alan,Cai,alan25@adventure-works.com,M,Bachelors,Clerical,30000,1,France,Seine (Paris),Paris
21051,Sabrina Alonso,Sabrina,Alonso,sabrina5@adventure-works.com,F,Bachelors,Clerical,30000,1,Germany,Bayern,Ingolstadt
21052,Sheena Xu,Sheena,Xu,sheena4@adventure-works.com,F,Bachelors,Clerical,30000,1,Germany,Bayern,Ingolstadt
21053,Jamie Vazquez,Jamie,Vazquez,jamie36@adventure-works.com,M,Bachelors,Clerical,30000,1,United Kingdom,England,Oxford
21054,Keith Jai,Keith,Jai,keith14@adventure-works.com,M,Graduate Degree,Clerical,40000,0,France,Nord,Villeneuve-d'Ascq
21055,Kristi Carlson,Kristi,Carlson,kristi14@adventure-works.com,F,Graduate Degree,Clerical,40000,0,Germany,Bayern,Hof
21056,Walter Munoz,Walter,Munoz,walter20@adventure-works.com,M,Graduate Degree,Clerical,40000,0,United Kingdom,England,Gloucestershire
21057,Elizabeth Butler,Elizabeth,Butler,elizabeth43@adventure-works.com,F,Bachelors,Skilled Manual,80000,5,Germany,Nordrhein-Westfalen,Bottrop
21058,Meredith Suri,Meredith,Suri,meredith0@adventure-works.com,F,High School,Manual,10000,3,France,Essonne,Verrieres Le Buisson
21059,Misty Chande,Misty,Chande,misty16@adventure-works.com,F,Partial College,Manual,20000,1,France,Nord,Villeneuve-d'Ascq
21060,Jaclyn Tang,Jaclyn,Tang,jaclyn27@adventure-works.com,F,Bachelors,Clerical,30000,1,United Kingdom,England,Newcastle upon Tyne
21061,Desiree Suarez,Desiree,Suarez,desiree15@adventure-works.com,F,Bachelors,Clerical,30000,1,France,Seine (Paris),Paris
21062,Miranda Barnes,Miranda,Barnes,miranda3@adventure-works.com,F,Bachelors,Clerical,30000,1,France,Seine Saint Denis,Tremblay-en-France
21063,Louis Li,Louis,Li,louis41@adventure-works.com,M,Partial High School,Manual,10000,5,France,Nord,Roncq
21064,Colleen Sun,Colleen,Sun,colleen13@adventure-works.com,F,High School,Manual,20000,1,France,Somme,Saint Ouen
21065,Robert Thompson,Robert,Thompson,robert74@adventure-works.com,M,Bachelors,Clerical,40000,0,Germany,Saarland,Saarlouis
21066,Ebony Arun,Ebony,Arun,ebony6@adventure-works.com,F,Bachelors,Skilled Manual,30000,1,United Kingdom,England,West Sussex
21067,Frank Jimenez,Frank,Jimenez,frank36@adventure-works.com,M,Partial High School,Manual,10000,5,United Kingdom,England,Lancaster
21068,Lawrence Jimenez,Lawrence,Jimenez,lawrence3@adventure-works.com,M,Partial High School,Manual,10000,4,United Kingdom,England,Bury
21069,Colin Lu,Colin,Lu,colin12@adventure-works.com,M,Partial High School,Manual,10000,4,United Kingdom,England,Oxford
21070,Latoya Yuan,Latoya,Yuan,latoya6@adventure-works.com,F,High School,Manual,20000,2,France,Essonne,Les Ulis
21071,Lindsey Pal,Lindsey,Pal,lindsey13@adventure-works.com,F,High School,Manual,20000,2,United Kingdom,England,Milton Keynes
21072,Dominic Sanchez,Dominic,Sanchez,dominic21@adventure-works.com,M,High School,Manual,20000,2,France,Nord,Roncq
21073,Catherine Kelly,Catherine,Kelly,catherine3@adventure-works.com,F,High School,Manual,20000,2,Germany,Bayern,Hof
21074,Diane Carlson,Diane,Carlson,diane23@adventure-works.com,F,Bachelors,Skilled Manual,30000,1,United Kingdom,England,Oxford
21075,Manuel Rana,Manuel,Rana,manuel10@adventure-works.com,M,Bachelors,Skilled Manual,30000,1,Germany,Saarland,Saarlouis
21076,Terrence Nath,Terrence,Nath,terrence19@adventure-works.com,M,Partial High School,Manual,10000,3,Germany,Brandenburg,Eilenburg
21077,Rachel James,Rachel,James,rachel44@adventure-works.com,F,Partial High School,Manual,10000,3,France,Seine Saint Denis,Drancy
21078,Grace Gray,Grace,Gray,grace41@adventure-works.com,F,Partial High School,Manual,10000,3,France,Moselle,Metz
21079,Lee Carlson,Lee,Carlson,lee17@adventure-works.com,M,High School,Manual,20000,3,United Kingdom,England,Wokingham
21080,Ebony Lopez,Ebony,Lopez,ebony17@adventure-works.com,F,Bachelors,Skilled Manual,30000,1,France,Yveline,Versailles
21081,Xavier Smith,Xavier,Smith,xavier0@adventure-works.com,M,Bachelors,Skilled Manual,30000,2,France,Seine (Paris),Paris
21082,Jason Edwards,Jason,Edwards,jason31@adventure-works.com,M,Partial College,Manual,30000,2,Germany,Hessen,Frankfurt
21083,Trisha Chen,Trisha,Chen,trisha20@adventure-works.com,F,High School,Manual,20000,3,United Kingdom,England,Milton Keynes
21084,Clarence Deng,Clarence,Deng,clarence17@adventure-works.com,M,High School,Manual,10000,4,France,Hauts de Seine,Paris La Defense
21085,Leslie Vazquez,Leslie,Vazquez,leslie15@adventure-works.com,F,Partial College,Manual,20000,2,Germany,Saarland,Saarbrücken
21086,Katelyn Bell,Katelyn,Bell,katelyn13@adventure-works.com,F,Partial College,Manual,20000,2,Germany,Bayern,Ingolstadt
21087,Rebecca Scott,Rebecca,Scott,rebecca15@adventure-works.com,F,Bachelors,Professional,40000,0,Germany,Bayern,Ingolstadt
21088,Alvin Anand,Alvin,Anand,alvin43@adventure-works.com,M,Partial College,Clerical,30000,2,France,Seine (Paris),Paris
21089,Yiroyuki Sato,Yiroyuki,Sato,yiroyuki0@adventure-works.com,F,Partial College,Clerical,30000,2,France,Hauts de Seine,Sèvres
21090,Thomas Garcia,Thomas,Garcia,thomas78@adventure-works.com,M,Partial College,Clerical,30000,2,France,Nord,Villeneuve-d'Ascq
21091,Ashley Jenkins,Ashley,Jenkins,ashley33@adventure-works.com,F,Partial College,Clerical,30000,2,Germany,Hamburg,Hamburg
21092,Gina Gutierrez,Gina,Gutierrez,gina11@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,United Kingdom,England,Gateshead
21093,Jacquelyn Castro,Jacquelyn,Castro,jacquelyn19@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,United Kingdom,England,London
21094,Alison Sharma,Alison,Sharma,alison9@adventure-works.com,F,Partial College,Clerical,30000,2,France,Yveline,Chatou
21095,Lance Munoz,Lance,Munoz,lance7@adventure-works.com,M,Partial College,Clerical,30000,2,France,Seine (Paris),Paris
21096,Jon Lin,Jon,Lin,jon27@adventure-works.com,M,Partial College,Clerical,30000,3,Germany,Brandenburg,Eilenburg
21097,Gary Ruiz,Gary,Ruiz,gary12@adventure-works.com,M,High School,Manual,20000,0,Germany,Hessen,Berlin
21098,Steve Ma,Steve,Ma,steve18@adventure-works.com,M,High School,Manual,20000,4,France,Pas de Calais,Boulogne-sur-Mer
21099,Sandra Liu,Sandra,Liu,sandra10@adventure-works.com,F,High School,Manual,20000,4,France,Essonne,Morangis
21100,Sandra Zhang,Sandra,Zhang,sandra6@adventure-works.com,F,Partial College,Clerical,30000,3,Germany,Saarland,Münster
21101,Meagan Perez,Meagan,Perez,meagan19@adventure-works.com,F,Partial College,Clerical,30000,3,United Kingdom,England,Liverpool
21102,Willie Zheng,Willie,Zheng,willie18@adventure-works.com,M,Bachelors,Skilled Manual,40000,1,Germany,Saarland,Stuttgart
21103,Francis Hernandez,Francis,Hernandez,francis1@adventure-works.com,M,Bachelors,Skilled Manual,40000,1,United Kingdom,England,Cheltenham
21104,Robin Gutierrez,Robin,Gutierrez,robin7@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,United Kingdom,England,Stoke-on-Trent
21105,Cory Sara,Cory,Sara,cory8@adventure-works.com,M,Bachelors,Skilled Manual,40000,1,United Kingdom,England,York
21106,Katie Sharma,Katie,Sharma,katie12@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,United Kingdom,England,London
21107,Kaitlin Rodriguez,Kaitlin,Rodriguez,kaitlin18@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,Germany,Saarland,Berlin
21108,Kristine Martin,Kristine,Martin,kristine1@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,Germany,Hessen,München
21109,Katie Pal,Katie,Pal,katie15@adventure-works.com,F,Partial College,Clerical,30000,4,Germany,Saarland,Stuttgart
21110,Brent Zeng,Brent,Zeng,brent20@adventure-works.com,M,Partial College,Clerical,30000,4,United Kingdom,England,London
21111,Ricardo Deng,Ricardo,Deng,ricardo1@adventure-works.com,M,Partial College,Clerical,30000,4,United Kingdom,England,London
21112,Johnathan Prasad,Johnathan,Prasad,johnathan11@adventure-works.com,M,Partial College,Clerical,30000,5,France,Seine (Paris),Paris
21113,Laura Cai,Laura,Cai,laura27@adventure-works.com,F,Partial College,Clerical,30000,0,France,Seine (Paris),Paris
21114,Savannah Murphy,Savannah,Murphy,savannah14@adventure-works.com,F,Partial College,Clerical,30000,0,Germany,Bayern,Erlangen
21115,Bobby Raman,Bobby,Raman,bobby8@adventure-works.com,M,Partial College,Clerical,30000,0,Germany,Bayern,Grevenbroich
21116,Carson Russell,Carson,Russell,carson19@adventure-works.com,M,High School,Manual,20000,0,United Kingdom,England,Billericay
21117,Bryant Sara,Bryant,Sara,bryant9@adventure-works.com,M,Partial High School,Manual,10000,0,France,Loir et Cher,Saint Ouen
21118,Lisa Hu,Lisa,Hu,lisa23@adventure-works.com,F,High School,Manual,20000,0,United Kingdom,England,Kirkby
21119,Edward Campbell,Edward,Campbell,edward18@adventure-works.com,M,High School,Manual,20000,0,France,Yveline,Chatou
21120,Roger Chen,Roger,Chen,roger7@adventure-works.com,M,Partial College,Clerical,30000,0,Germany,Hessen,Kassel
21121,Garrett Reed,Garrett,Reed,garrett25@adventure-works.com,M,Partial High School,Manual,20000,0,France,Moselle,Metz
21122,Julie Xie,Julie,Xie,julie7@adventure-works.com,F,Partial High School,Manual,10000,0,France,Nord,Villeneuve-d'Ascq
21123,Carl Luo,Carl,Luo,carl5@adventure-works.com,M,Partial High School,Manual,20000,0,France,Hauts de Seine,Boulogne-Billancourt
21124,Mallory Alvarez,Mallory,Alvarez,mallory12@adventure-works.com,F,Partial High School,Manual,20000,0,United Kingdom,England,Reading
21125,Bruce Rana,Bruce,Rana,bruce10@adventure-works.com,M,Partial College,Clerical,30000,0,France,Hauts de Seine,Courbevoie
21126,Kaitlin Gonzalez,Kaitlin,Gonzalez,kaitlin17@adventure-works.com,F,Partial College,Clerical,30000,0,France,Seine (Paris),Paris
21127,Crystal Zheng,Crystal,Zheng,crystal20@adventure-works.com,F,Partial College,Clerical,30000,0,France,Yveline,Versailles
21128,Kenneth Andersen,Kenneth,Andersen,kenneth11@adventure-works.com,M,Partial College,Clerical,30000,0,Germany,Bayern,Erlangen
21129,Rafael Wang,Rafael,Wang,rafael1@adventure-works.com,M,Partial College,Clerical,30000,0,Germany,Hamburg,Mühlheim
21130,Mackenzie Ward,Mackenzie,Ward,mackenzie10@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,United Kingdom,England,Kirkby
21131,Gilbert Nath,Gilbert,Nath,gilbert38@adventure-works.com,M,Partial High School,Manual,20000,0,Germany,Hessen,Hamburg
21132,Jeffery Hu,Jeffery,Hu,jeffery20@adventure-works.com,M,Partial College,Clerical,30000,0,France,Seine (Paris),Paris
21133,April Kumar,April,Kumar,april6@adventure-works.com,F,Partial College,Clerical,30000,0,France,Hauts de Seine,Sèvres
21134,Bob Chapman,Bob,Chapman,bob5@adventure-works.com,M,Partial High School,Manual,20000,0,United Kingdom,England,London
21135,Raul Raji,Raul,Raji,raul19@adventure-works.com,M,Partial High School,Manual,20000,0,United Kingdom,England,Cambridge
21136,Natasha Carlson,Natasha,Carlson,natasha18@adventure-works.com,F,Partial High School,Manual,20000,0,United Kingdom,England,W. York
21137,Steve Li,Steve,Li,steve7@adventure-works.com,M,Partial High School,Manual,20000,0,United Kingdom,England,W. York
21138,Kaylee Phillips,Kaylee,Phillips,kaylee27@adventure-works.com,F,Partial College,Skilled Manual,70000,1,Canada,British Columbia,Langford
21139,Alex Adams,Alex,Adams,alex43@adventure-works.com,M,Partial College,Skilled Manual,70000,1,United States,Oregon,Lake Oswego
21140,Byron Diaz,Byron,Diaz,byron2@adventure-works.com,M,High School,Skilled Manual,40000,4,United States,California,Burbank
21141,Omar Li,Omar,Li,omar3@adventure-works.com,M,High School,Skilled Manual,40000,4,United States,Washington,Burien
21142,Mason Brooks,Mason,Brooks,mason3@adventure-works.com,M,High School,Skilled Manual,40000,4,United States,Oregon,Milwaukie
21143,Allison Campbell,Allison,Campbell,allison29@adventure-works.com,F,Partial College,Skilled Manual,60000,1,United States,Oregon,Lake Oswego
21144,Lucas Richardson,Lucas,Richardson,lucas81@adventure-works.com,M,Partial College,Skilled Manual,60000,1,United States,Washington,Renton
21145,Mindy Lal,Mindy,Lal,mindy13@adventure-works.com,F,Bachelors,Professional,40000,0,United States,California,Burlingame
21146,Robert Taylor,Robert,Taylor,robert67@adventure-works.com,M,Partial College,Skilled Manual,60000,1,United States,Washington,Spokane
21147,Angel Rogers,Angel,Rogers,angel18@adventure-works.com,M,Partial College,Skilled Manual,60000,1,United States,Washington,Kirkland
21148,Brianna Gonzales,Brianna,Gonzales,brianna62@adventure-works.com,F,Partial College,Skilled Manual,50000,0,Canada,British Columbia,N. Vancouver
21149,Miguel Diaz,Miguel,Diaz,miguel68@adventure-works.com,M,Partial College,Skilled Manual,50000,0,United States,Oregon,Corvallis
21150,Alyssa Ramirez,Alyssa,Ramirez,alyssa41@adventure-works.com,F,Graduate Degree,Professional,60000,0,United States,Washington,Sedro Woolley
21151,Aaron Campbell,Aaron,Campbell,aaron39@adventure-works.com,M,Graduate Degree,Professional,60000,0,United States,California,Bellflower
21152,Amanda Hill,Amanda,Hill,amanda65@adventure-works.com,F,Graduate Degree,Professional,60000,0,United States,California,Glendale
21153,James Thompson,James,Thompson,james88@adventure-works.com,M,Graduate Degree,Professional,60000,0,United States,California,San Carlos
21154,Michael Clark,Michael,Clark,michael51@adventure-works.com,M,Graduate Degree,Professional,50000,1,United States,California,Mill Valley
21155,Jeremiah Flores,Jeremiah,Flores,jeremiah32@adventure-works.com,M,Partial College,Skilled Manual,60000,1,United States,California,Lincoln Acres
21156,Maria Lopez,Maria,Lopez,maria62@adventure-works.com,F,Partial College,Skilled Manual,60000,1,United States,Oregon,Corvallis
21157,Robert Perry,Robert,Perry,robert21@adventure-works.com,M,Bachelors,Professional,60000,5,United States,California,Burbank
21158,Trevor Patterson,Trevor,Patterson,trevor10@adventure-works.com,M,Bachelors,Professional,60000,4,United States,Washington,Redmond
21159,Kaitlyn Rodriguez,Kaitlyn,Rodriguez,kaitlyn43@adventure-works.com,F,Graduate Degree,Professional,70000,5,United States,Oregon,Corvallis
21160,April Xie,April,Xie,april3@adventure-works.com,F,Graduate Degree,Professional,80000,3,United States,California,Chula Vista
21161,Megan Johnson,Megan,Johnson,megan4@adventure-works.com,F,Bachelors,Professional,60000,1,United States,Washington,Puyallup
21162,Brooke Sanchez,Brooke,Sanchez,brooke22@adventure-works.com,F,Bachelors,Professional,60000,1,United States,California,Lakewood
21163,William Williams,William,Williams,william18@adventure-works.com,M,Graduate Degree,Professional,70000,5,United States,California,Bellflower
21164,Troy Raman,Troy,Raman,troy13@adventure-works.com,M,Graduate Degree,Professional,70000,5,United States,California,Chula Vista
21165,Sheila Gomez,Sheila,Gomez,sheila1@adventure-works.com,F,Graduate Degree,Management,80000,4,Australia,New South Wales,Lavender Bay
21166,Tamara Yuan,Tamara,Yuan,tamara18@adventure-works.com,F,Graduate Degree,Management,90000,1,Australia,Victoria,South Melbourne
21167,Kara Becker,Kara,Becker,kara18@adventure-works.com,F,Graduate Degree,Management,90000,2,Australia,New South Wales,Port Macquarie
21168,Clifford Chapman,Clifford,Chapman,clifford2@adventure-works.com,M,Graduate Degree,Management,80000,4,Australia,New South Wales,Goulburn
21169,Nancy Arun,Nancy,Arun,nancy10@adventure-works.com,F,Bachelors,Professional,90000,2,Australia,Queensland,Brisbane
21170,Edwin Sun,Edwin,Sun,edwin14@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,Queensland,Gold Coast
21171,Christopher Taylor,Christopher,Taylor,christopher9@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,Queensland,Rockhampton
21172,Francisco Sanchez,Francisco,Sanchez,francisco22@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,Queensland,Caloundra
21173,Chad Yuan,Chad,Yuan,chad8@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,New South Wales,Wollongong
21174,Andre Smith,Andre,Smith,andre8@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,Queensland,Rockhampton
21175,Armando Gomez,Armando,Gomez,armando1@adventure-works.com,M,Graduate Degree,Management,80000,5,Australia,New South Wales,North Ryde
21176,Raul Chande,Raul,Chande,raul12@adventure-works.com,M,Graduate Degree,Management,80000,5,Australia,New South Wales,Milsons Point
